AssignmentStatus	tweetId	num taggers	label	instance	start	end	tweetText
True	'498936958140174337'	1	type of impact	marooned	47	55	Floods in India’s Odisha kill 45, leave scores marooned http://t.co/l0SCqrhRGK #Pakistan #Karachi
True	'501332511663079424'	1	severity or quantity	Dozens	0	6	Dozens killed as monsoon floods ravage India and Nepal: More than 100 people have been killed by flooding in Nepal and northern India. Th...
True	'501332511663079424'	1	type of impact	killed	87	93	Dozens killed as monsoon floods ravage India and Nepal: More than 100 people have been killed by flooding in Nepal and northern India. Th...
True	'501332511663079424'	1	place name	Nepal and northern India	109	133	Dozens killed as monsoon floods ravage India and Nepal: More than 100 people have been killed by flooding in Nepal and northern India. Th...
True	'501332511663079424'	1	place name	India and Nepal	39	54	Dozens killed as monsoon floods ravage India and Nepal: More than 100 people have been killed by flooding in Nepal and northern India. Th...
True	'501332511663079424'	1	location modifier	in	106	108	Dozens killed as monsoon floods ravage India and Nepal: More than 100 people have been killed by flooding in Nepal and northern India. Th...
True	'501332511663079424'	1	item affected	people	70	76	Dozens killed as monsoon floods ravage India and Nepal: More than 100 people have been killed by flooding in Nepal and northern India. Th...
True	'501332511663079424'	1	severity or quantity	More than 100	56	69	Dozens killed as monsoon floods ravage India and Nepal: More than 100 people have been killed by flooding in Nepal and northern India. Th...
True	'501332511663079424'	1	type of impact	killed	7	13	Dozens killed as monsoon floods ravage India and Nepal: More than 100 people have been killed by flooding in Nepal and northern India. Th...
True	'501343631899254784'	1	place name	India	29	34	What is current situation of India, ceasefire violation on border, gangrapes in all our country, flood in half country but no relief?
True	'501329962121457665'	1	location modifier	in	26	28	Scores Killed in Flooding in Nepal and India http://t.co/GAofvkD9wH #NYT #world
True	'501329962121457665'	1	severity or quantity	Scores	0	6	Scores Killed in Flooding in Nepal and India http://t.co/GAofvkD9wH #NYT #world
True	'501329962121457665'	1	type of impact	Killed	7	13	Scores Killed in Flooding in Nepal and India http://t.co/GAofvkD9wH #NYT #world
True	'501329962121457665'	1	place name	Nepal and India	29	44	Scores Killed in Flooding in Nepal and India http://t.co/GAofvkD9wH #NYT #world
True	'501265858275315712'	1	type of impact	dead	5	9	Many dead in Nepal and India floods Rescue helicopters have been deployed to convey emergency supplies to those ... http://t.co/qhDHG4TBZu
True	'501265858275315712'	1	severity or quantity	Many	0	4	Many dead in Nepal and India floods Rescue helicopters have been deployed to convey emergency supplies to those ... http://t.co/qhDHG4TBZu
True	'501265858275315712'	1	location modifier	in	10	12	Many dead in Nepal and India floods Rescue helicopters have been deployed to convey emergency supplies to those ... http://t.co/qhDHG4TBZu
True	'501265858275315712'	1	place name	Nepal and India	13	28	Many dead in Nepal and India floods Rescue helicopters have been deployed to convey emergency supplies to those ... http://t.co/qhDHG4TBZu
True	'501075275505876992'	1	severity or quantity	Over 100	0	8	Over 100 dead in Nepal and India floods - Sky News Australia http://t.co/mPBlCboK9N
True	'501075275505876992'	1	place name	Nepal and India	17	32	Over 100 dead in Nepal and India floods - Sky News Australia http://t.co/mPBlCboK9N
True	'501075275505876992'	1	type of impact	dead	9	13	Over 100 dead in Nepal and India floods - Sky News Australia http://t.co/mPBlCboK9N
True	'501075275505876992'	1	location modifier	in	14	16	Over 100 dead in Nepal and India floods - Sky News Australia http://t.co/mPBlCboK9N
True	'501075275505876992'	1	place name	Australia	51	60	Over 100 dead in Nepal and India floods - Sky News Australia http://t.co/mPBlCboK9N
True	'501199143012814848'	1	type of impact	hits	12	16	Flash flood hits 1,000 UP villages, leaves 28 dead | The Indian Express http://t.co/2jPzMbcDOB
True	'501199143012814848'	1	severity or quantity	28	43	45	Flash flood hits 1,000 UP villages, leaves 28 dead | The Indian Express http://t.co/2jPzMbcDOB
True	'501199143012814848'	1	type of impact	dead	46	50	Flash flood hits 1,000 UP villages, leaves 28 dead | The Indian Express http://t.co/2jPzMbcDOB
True	'501199143012814848'	1	severity or quantity	1,000	17	22	Flash flood hits 1,000 UP villages, leaves 28 dead | The Indian Express http://t.co/2jPzMbcDOB
True	'501199143012814848'	1	item affected	villages	26	34	Flash flood hits 1,000 UP villages, leaves 28 dead | The Indian Express http://t.co/2jPzMbcDOB
True	'501286052628140033'	1	place name	India, Nepal	39	51	follow @zacseth || Deadly monsoon hits India, Nepal http://t.co/tiiESPu8P9
True	'501386525548875778'	1	location modifier	in	40	42	Hundreds of people are dead and missing in #India and #Nepal, after weekend monsoons on the countries' border: http://t.co/knR0plSZuh #ktuu
True	'501386525548875778'	1	place name	India and #Nepal	44	60	Hundreds of people are dead and missing in #India and #Nepal, after weekend monsoons on the countries' border: http://t.co/knR0plSZuh #ktuu
True	'501386525548875778'	1	severity or quantity	Hundreds	0	8	Hundreds of people are dead and missing in #India and #Nepal, after weekend monsoons on the countries' border: http://t.co/knR0plSZuh #ktuu
True	'501386525548875778'	1	type of impact	dead and missing	23	39	Hundreds of people are dead and missing in #India and #Nepal, after weekend monsoons on the countries' border: http://t.co/knR0plSZuh #ktuu
True	'501386525548875778'	1	item affected	people	12	18	Hundreds of people are dead and missing in #India and #Nepal, after weekend monsoons on the countries' border: http://t.co/knR0plSZuh #ktuu
True	'499130578331901952'	1	place name	India	65	70	Odisha floods kill 45, leave 300000 villagers marooned – Reuters India: By Jatindra Dash Tue A... http://t.co/iadGYXNcwf #Charity #India
True	'499130578331901952'	1	place name	Odisha	0	6	Odisha floods kill 45, leave 300000 villagers marooned – Reuters India: By Jatindra Dash Tue A... http://t.co/iadGYXNcwf #Charity #India
True	'499130578331901952'	1	place name	India	131	136	Odisha floods kill 45, leave 300000 villagers marooned – Reuters India: By Jatindra Dash Tue A... http://t.co/iadGYXNcwf #Charity #India
True	'499130578331901952'	1	type of impact	marooned	46	54	Odisha floods kill 45, leave 300000 villagers marooned – Reuters India: By Jatindra Dash Tue A... http://t.co/iadGYXNcwf #Charity #India
True	'499130578331901952'	1	severity or quantity	45	19	21	Odisha floods kill 45, leave 300000 villagers marooned – Reuters India: By Jatindra Dash Tue A... http://t.co/iadGYXNcwf #Charity #India
True	'499130578331901952'	1	item affected	villagers	36	45	Odisha floods kill 45, leave 300000 villagers marooned – Reuters India: By Jatindra Dash Tue A... http://t.co/iadGYXNcwf #Charity #India
True	'499130578331901952'	1	severity or quantity	300000	29	35	Odisha floods kill 45, leave 300000 villagers marooned – Reuters India: By Jatindra Dash Tue A... http://t.co/iadGYXNcwf #Charity #India
True	'499130578331901952'	1	type of impact	kill	14	18	Odisha floods kill 45, leave 300000 villagers marooned – Reuters India: By Jatindra Dash Tue A... http://t.co/iadGYXNcwf #Charity #India
True	'501320686959198208'	1	place name	India, Nepal	46	58	( #HectorMartinez ) Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding in n... http://t.co/wHguuo1O6U
True	'501320686959198208'	1	type of impact	killed	87	93	( #HectorMartinez ) Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding in n... http://t.co/wHguuo1O6U
True	'501320686959198208'	1	location modifier	in	43	45	( #HectorMartinez ) Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding in n... http://t.co/wHguuo1O6U
True	'501320686959198208'	1	item affected	people	70	76	( #HectorMartinez ) Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding in n... http://t.co/wHguuo1O6U
True	'501320686959198208'	1	severity or quantity	hundreds	34	42	( #HectorMartinez ) Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding in n... http://t.co/wHguuo1O6U
True	'501320686959198208'	1	severity or quantity	Dozens	60	66	( #HectorMartinez ) Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding in n... http://t.co/wHguuo1O6U
True	'501320686959198208'	1	type of impact	kills	28	33	( #HectorMartinez ) Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding in n... http://t.co/wHguuo1O6U
True	'501264976611663872'	1	type of impact	Killed	3	9	24 Killed, Including 7 In Their Sleep As Landslide Hit India via @AmeboApp http://t.co/bB27mdvJu6
True	'501264976611663872'	1	place name	India	55	60	24 Killed, Including 7 In Their Sleep As Landslide Hit India via @AmeboApp http://t.co/bB27mdvJu6
True	'501264976611663872'	1	severity or quantity	24	0	2	24 Killed, Including 7 In Their Sleep As Landslide Hit India via @AmeboApp http://t.co/bB27mdvJu6
True	'501330283568721922'	1	severity or quantity	Scores	4	10	#浣腸 Scores Killed in Flooding in Nepal and India More than 11,000 homes have been da  http://t.co/XMijLzFS2u
True	'501330283568721922'	1	item affected	homes	66	71	#浣腸 Scores Killed in Flooding in Nepal and India More than 11,000 homes have been da  http://t.co/XMijLzFS2u
True	'501330283568721922'	1	severity or quantity	More than 11,000	49	65	#浣腸 Scores Killed in Flooding in Nepal and India More than 11,000 homes have been da  http://t.co/XMijLzFS2u
True	'501330283568721922'	1	type of impact	Killed	11	17	#浣腸 Scores Killed in Flooding in Nepal and India More than 11,000 homes have been da  http://t.co/XMijLzFS2u
True	'501330283568721922'	1	location modifier	in	30	32	#浣腸 Scores Killed in Flooding in Nepal and India More than 11,000 homes have been da  http://t.co/XMijLzFS2u
True	'501330283568721922'	1	place name	Nepal and India	33	48	#浣腸 Scores Killed in Flooding in Nepal and India More than 11,000 homes have been da  http://t.co/XMijLzFS2u
True	'501348555790245890'	1	severity or quantity	Many	38	42	A2 natural disasters causing poverty: Many dead in Nepal and India floods http://t.co/MvD0rBpxQ8
True	'501348555790245890'	1	location modifier	in	48	50	A2 natural disasters causing poverty: Many dead in Nepal and India floods http://t.co/MvD0rBpxQ8
True	'501348555790245890'	1	type of impact	dead	43	47	A2 natural disasters causing poverty: Many dead in Nepal and India floods http://t.co/MvD0rBpxQ8
True	'501348555790245890'	1	place name	Nepal and India	51	66	A2 natural disasters causing poverty: Many dead in Nepal and India floods http://t.co/MvD0rBpxQ8
True	'498866183404130304'	1	place name	Seragada	41	49	#Odisha:Aggrieved with the incident near Seragada in Ganjam dist, the villagers unitedly killed the two attackers @NewIndianXpress.
True	'498866183404130304'	1	severity or quantity	two	100	103	#Odisha:Aggrieved with the incident near Seragada in Ganjam dist, the villagers unitedly killed the two attackers @NewIndianXpress.
True	'498866183404130304'	1	place name	Ganjam dist	53	64	#Odisha:Aggrieved with the incident near Seragada in Ganjam dist, the villagers unitedly killed the two attackers @NewIndianXpress.
True	'498866183404130304'	1	location modifier	in	50	52	#Odisha:Aggrieved with the incident near Seragada in Ganjam dist, the villagers unitedly killed the two attackers @NewIndianXpress.
True	'498866183404130304'	1	item affected	attackers	104	113	#Odisha:Aggrieved with the incident near Seragada in Ganjam dist, the villagers unitedly killed the two attackers @NewIndianXpress.
True	'498866183404130304'	1	place name	Odisha	1	7	#Odisha:Aggrieved with the incident near Seragada in Ganjam dist, the villagers unitedly killed the two attackers @NewIndianXpress.
True	'498866183404130304'	1	type of impact	killed	89	95	#Odisha:Aggrieved with the incident near Seragada in Ganjam dist, the villagers unitedly killed the two attackers @NewIndianXpress.
True	'498866183404130304'	1	location modifier	near	36	40	#Odisha:Aggrieved with the incident near Seragada in Ganjam dist, the villagers unitedly killed the two attackers @NewIndianXpress.
True	'501111304187170816'	1	type of impact	killed	50	56	UP floods: Rapti water level touches new high; 28 killed, 17,000 ... - http://t.co/P5sR7wA9l8 #NewsInTweetsIndia
True	'501111304187170816'	1	severity or quantity	28	47	49	UP floods: Rapti water level touches new high; 28 killed, 17,000 ... - http://t.co/P5sR7wA9l8 #NewsInTweetsIndia
True	'501111304187170816'	1	place name	India	107	112	UP floods: Rapti water level touches new high; 28 killed, 17,000 ... - http://t.co/P5sR7wA9l8 #NewsInTweetsIndia
True	'501111304187170816'	1	place name	Rapti	11	16	UP floods: Rapti water level touches new high; 28 killed, 17,000 ... - http://t.co/P5sR7wA9l8 #NewsInTweetsIndia
True	'501221302783729666'	1	place name	Uttarakhand, UP, Assam, Bihar	14	43	Flood fury in Uttarakhand, UP, Assam, Bihar; lakhs displaced http://t.co/C5hjVuYlbT.. #india
True	'501221302783729666'	1	type of impact	displaced	51	60	Flood fury in Uttarakhand, UP, Assam, Bihar; lakhs displaced http://t.co/C5hjVuYlbT.. #india
True	'501221302783729666'	1	location modifier	in	11	13	Flood fury in Uttarakhand, UP, Assam, Bihar; lakhs displaced http://t.co/C5hjVuYlbT.. #india
True	'501221302783729666'	1	item affected	lakhs	45	50	Flood fury in Uttarakhand, UP, Assam, Bihar; lakhs displaced http://t.co/C5hjVuYlbT.. #india
True	'501221302783729666'	1	place name	india	87	92	Flood fury in Uttarakhand, UP, Assam, Bihar; lakhs displaced http://t.co/C5hjVuYlbT.. #india
True	'501335134100914176'	1	location modifier	in	46	48	[New Y. Times. EUA] Scores Killed in Flooding in Nepal and India: More than 11,000 homes have bee... http://t.co/yzZLQ4N5zN vía J.A.M.V
True	'501335134100914176'	1	severity or quantity	More than 11,000	66	82	[New Y. Times. EUA] Scores Killed in Flooding in Nepal and India: More than 11,000 homes have bee... http://t.co/yzZLQ4N5zN vía J.A.M.V
True	'501335134100914176'	1	severity or quantity	Scores	20	26	[New Y. Times. EUA] Scores Killed in Flooding in Nepal and India: More than 11,000 homes have bee... http://t.co/yzZLQ4N5zN vía J.A.M.V
True	'501335134100914176'	1	place name	Nepal and India	49	64	[New Y. Times. EUA] Scores Killed in Flooding in Nepal and India: More than 11,000 homes have bee... http://t.co/yzZLQ4N5zN vía J.A.M.V
True	'501335134100914176'	1	item affected	homes	83	88	[New Y. Times. EUA] Scores Killed in Flooding in Nepal and India: More than 11,000 homes have bee... http://t.co/yzZLQ4N5zN vía J.A.M.V
True	'501335134100914176'	1	type of impact	Killed	27	33	[New Y. Times. EUA] Scores Killed in Flooding in Nepal and India: More than 11,000 homes have bee... http://t.co/yzZLQ4N5zN vía J.A.M.V
True	'501250929975656450'	1	severity or quantity	28 known	66	74	RT @LS_Disasters: Floods continue in #India's Uttar Pradesh area: 28 known dead, 60,000 evacuated; about 1,500 villages affected.
True	'501250929975656450'	1	severity or quantity	60,000	81	87	RT @LS_Disasters: Floods continue in #India's Uttar Pradesh area: 28 known dead, 60,000 evacuated; about 1,500 villages affected.
True	'501250929975656450'	1	severity or quantity	about 1,500	99	110	RT @LS_Disasters: Floods continue in #India's Uttar Pradesh area: 28 known dead, 60,000 evacuated; about 1,500 villages affected.
True	'501250929975656450'	1	type of impact	dead	75	79	RT @LS_Disasters: Floods continue in #India's Uttar Pradesh area: 28 known dead, 60,000 evacuated; about 1,500 villages affected.
True	'501250929975656450'	1	location modifier	in	34	36	RT @LS_Disasters: Floods continue in #India's Uttar Pradesh area: 28 known dead, 60,000 evacuated; about 1,500 villages affected.
True	'501250929975656450'	1	place name	India's Uttar Pradesh area	38	64	RT @LS_Disasters: Floods continue in #India's Uttar Pradesh area: 28 known dead, 60,000 evacuated; about 1,500 villages affected.
True	'501250929975656450'	1	item affected	villages	111	119	RT @LS_Disasters: Floods continue in #India's Uttar Pradesh area: 28 known dead, 60,000 evacuated; about 1,500 villages affected.
True	'501250929975656450'	1	type of impact	evacuated	88	97	RT @LS_Disasters: Floods continue in #India's Uttar Pradesh area: 28 known dead, 60,000 evacuated; about 1,500 villages affected.
True	'501250929975656450'	1	type of impact	affected	120	128	RT @LS_Disasters: Floods continue in #India's Uttar Pradesh area: 28 known dead, 60,000 evacuated; about 1,500 villages affected.
True	'501225745549500416'	1	type of impact	killed	51	57	New Video Added: Flood fury in North India: Dozens killed, lakhs affected - http://t.co/fkX5RTo4Sh #Watch, Publish, Share Videos - VidiVid
True	'501225745549500416'	1	place name	North India	31	42	New Video Added: Flood fury in North India: Dozens killed, lakhs affected - http://t.co/fkX5RTo4Sh #Watch, Publish, Share Videos - VidiVid
True	'501225745549500416'	1	location modifier	in	28	30	New Video Added: Flood fury in North India: Dozens killed, lakhs affected - http://t.co/fkX5RTo4Sh #Watch, Publish, Share Videos - VidiVid
True	'501225745549500416'	1	type of impact	affected	65	73	New Video Added: Flood fury in North India: Dozens killed, lakhs affected - http://t.co/fkX5RTo4Sh #Watch, Publish, Share Videos - VidiVid
True	'501225745549500416'	1	severity or quantity	Dozens	44	50	New Video Added: Flood fury in North India: Dozens killed, lakhs affected - http://t.co/fkX5RTo4Sh #Watch, Publish, Share Videos - VidiVid
True	'501225745549500416'	1	item affected	lakhs	59	64	New Video Added: Flood fury in North India: Dozens killed, lakhs affected - http://t.co/fkX5RTo4Sh #Watch, Publish, Share Videos - VidiVid
True	'501350691102011392'	1	severity or quantity	180	10	13	New post: 180 dead as floods wash away homes in Nepal, India - Daily Mail http://t.co/xsUPdNQUHe
True	'501350691102011392'	1	item affected	homes	39	44	New post: 180 dead as floods wash away homes in Nepal, India - Daily Mail http://t.co/xsUPdNQUHe
True	'501350691102011392'	1	type of impact	dead	14	18	New post: 180 dead as floods wash away homes in Nepal, India - Daily Mail http://t.co/xsUPdNQUHe
True	'501350691102011392'	1	type of impact	wash away	29	38	New post: 180 dead as floods wash away homes in Nepal, India - Daily Mail http://t.co/xsUPdNQUHe
True	'501350691102011392'	1	location modifier	in	45	47	New post: 180 dead as floods wash away homes in Nepal, India - Daily Mail http://t.co/xsUPdNQUHe
True	'501350691102011392'	1	place name	Nepal, India	48	60	New post: 180 dead as floods wash away homes in Nepal, India - Daily Mail http://t.co/xsUPdNQUHe
True	'501383229249953792'	1	item affected	people	10	16	Dozens of people have been killed in flooding in northern and eastern India, while the dea smartsensors.me http://t.co/mSyDqeBPzT
True	'501383229249953792'	1	severity or quantity	Dozens	0	6	Dozens of people have been killed in flooding in northern and eastern India, while the dea smartsensors.me http://t.co/mSyDqeBPzT
True	'501383229249953792'	1	type of impact	killed	27	33	Dozens of people have been killed in flooding in northern and eastern India, while the dea smartsensors.me http://t.co/mSyDqeBPzT
True	'501383229249953792'	1	place name	India	70	75	Dozens of people have been killed in flooding in northern and eastern India, while the dea smartsensors.me http://t.co/mSyDqeBPzT
True	'501383229249953792'	1	location modifier	in northern and eastern	46	69	Dozens of people have been killed in flooding in northern and eastern India, while the dea smartsensors.me http://t.co/mSyDqeBPzT
True	'501263146967773184'	1	type of impact	dead	14	18	Top News Many dead in Nepal and India floods http://t.co/fnTIUqBo77
True	'501263146967773184'	1	severity or quantity	Many	9	13	Top News Many dead in Nepal and India floods http://t.co/fnTIUqBo77
True	'501263146967773184'	1	place name	Nepal and India	22	37	Top News Many dead in Nepal and India floods http://t.co/fnTIUqBo77
True	'501263146967773184'	1	location modifier	in	19	21	Top News Many dead in Nepal and India floods http://t.co/fnTIUqBo77
True	'498662367895748608'	1	place name	ODISHA INDIA	28	40	GOVT NOT DOING ENOUGH , SAY ODISHA INDIA VILLAGERS WHO LOST EVERYTHING IN FLOOD http://t.co/4he0Uzemgj
True	'501342012029689856'	1	place name	India, Nepal	30	42	Hundreds dead as monsoon hits India, Nepal - KPRC Houston http://t.co/UD05cTdbj8
True	'501342012029689856'	1	severity or quantity	Hundreds	0	8	Hundreds dead as monsoon hits India, Nepal - KPRC Houston http://t.co/UD05cTdbj8
True	'501342012029689856'	1	type of impact	dead	9	13	Hundreds dead as monsoon hits India, Nepal - KPRC Houston http://t.co/UD05cTdbj8
True	'498497828906213377'	1	place name	Odisha	70	76	#Indian #India 39 Dead, 33 Lakh Affected as Floods Wreak Havoc Across Odisha: Heavy floods in... http://t.co/78VEVYbXNZ #SuryaRay @SuryaRay
True	'498497828906213377'	1	location modifier	Across	63	69	#Indian #India 39 Dead, 33 Lakh Affected as Floods Wreak Havoc Across Odisha: Heavy floods in... http://t.co/78VEVYbXNZ #SuryaRay @SuryaRay
True	'498497828906213377'	1	item affected	Lakh	27	31	#Indian #India 39 Dead, 33 Lakh Affected as Floods Wreak Havoc Across Odisha: Heavy floods in... http://t.co/78VEVYbXNZ #SuryaRay @SuryaRay
True	'498497828906213377'	1	type of impact	Dead	18	22	#Indian #India 39 Dead, 33 Lakh Affected as Floods Wreak Havoc Across Odisha: Heavy floods in... http://t.co/78VEVYbXNZ #SuryaRay @SuryaRay
True	'498497828906213377'	1	severity or quantity	33	24	26	#Indian #India 39 Dead, 33 Lakh Affected as Floods Wreak Havoc Across Odisha: Heavy floods in... http://t.co/78VEVYbXNZ #SuryaRay @SuryaRay
True	'498497828906213377'	1	type of impact	Affected	32	40	#Indian #India 39 Dead, 33 Lakh Affected as Floods Wreak Havoc Across Odisha: Heavy floods in... http://t.co/78VEVYbXNZ #SuryaRay @SuryaRay
True	'498497828906213377'	1	severity or quantity	39	15	17	#Indian #India 39 Dead, 33 Lakh Affected as Floods Wreak Havoc Across Odisha: Heavy floods in... http://t.co/78VEVYbXNZ #SuryaRay @SuryaRay
True	'498497828906213377'	1	place name	India	9	14	#Indian #India 39 Dead, 33 Lakh Affected as Floods Wreak Havoc Across Odisha: Heavy floods in... http://t.co/78VEVYbXNZ #SuryaRay @SuryaRay
True	'501216715011653632'	1	type of impact	Death Toll	15	25	Monsoon Floods Death Toll In India And Nepal Continues To Grow: A boy rows a banana raft in a flood-affected a... http://t.co/GxoGZ1GMnE
True	'501216715011653632'	1	place name	India And Nepal	29	44	Monsoon Floods Death Toll In India And Nepal Continues To Grow: A boy rows a banana raft in a flood-affected a... http://t.co/GxoGZ1GMnE
True	'501216715011653632'	1	location modifier	In	26	28	Monsoon Floods Death Toll In India And Nepal Continues To Grow: A boy rows a banana raft in a flood-affected a... http://t.co/GxoGZ1GMnE
True	'498903529873227777'	1	place name	India’s	72	79	RT @PharmaIQ: Fleeing India: What Will Make Clinical Trials Flood Back: India’s clinical trial industry has seen it ... http://t.co/2eixq4p…
True	'498903529873227777'	1	place name	India	22	27	RT @PharmaIQ: Fleeing India: What Will Make Clinical Trials Flood Back: India’s clinical trial industry has seen it ... http://t.co/2eixq4p…
True	'501318962530250752'	1	severity or quantity	Many	0	4	Many dead in Nepal and India floods #AsiaNews http://t.co/OTsakTIzRw
True	'501318962530250752'	1	location modifier	in	10	12	Many dead in Nepal and India floods #AsiaNews http://t.co/OTsakTIzRw
True	'501318962530250752'	1	place name	Nepal and India	13	28	Many dead in Nepal and India floods #AsiaNews http://t.co/OTsakTIzRw
True	'501318962530250752'	1	type of impact	dead	5	9	Many dead in Nepal and India floods #AsiaNews http://t.co/OTsakTIzRw
True	'501284055434788864'	1	type of impact	dead	21	25	#ovii_starz Hundreds dead as monsoon hits India, Nepal:        http://t.co/6OeIwyhN2d #ovii_starz
True	'501284055434788864'	1	severity or quantity	Hundreds	12	20	#ovii_starz Hundreds dead as monsoon hits India, Nepal:        http://t.co/6OeIwyhN2d #ovii_starz
True	'501284055434788864'	1	place name	India, Nepal	42	54	#ovii_starz Hundreds dead as monsoon hits India, Nepal:        http://t.co/6OeIwyhN2d #ovii_starz
True	'501289411279982592'	1	place name	India, Nepal	30	42	NEWS &gt; Deadly monsoon hits India, Nepal http://t.co/SRZ7hhCEb2 #FF #F4F #FB100%
True	'501121471960195072'	1	type of impact	Killed	21	27	#Informationnaija 24 Killed, Including 7 In Their Sleep As Landslide Hit India: Heavy downpours in India trigg... http://t.co/ArBwhJoHAW
True	'501121471960195072'	1	severity or quantity	24	18	20	#Informationnaija 24 Killed, Including 7 In Their Sleep As Landslide Hit India: Heavy downpours in India trigg... http://t.co/ArBwhJoHAW
True	'501121471960195072'	1	place name	India	73	78	#Informationnaija 24 Killed, Including 7 In Their Sleep As Landslide Hit India: Heavy downpours in India trigg... http://t.co/ArBwhJoHAW
True	'501349671327911937'	1	item affected	homes	29	34	180 dead as floods wash away homes in Nepal, India: KATMANDU, Nepal (AP) — The death toll from three days of f... http://t.co/INDWIoV9bz
True	'501349671327911937'	1	type of impact	wash away	19	28	180 dead as floods wash away homes in Nepal, India: KATMANDU, Nepal (AP) — The death toll from three days of f... http://t.co/INDWIoV9bz
True	'501349671327911937'	1	place name	KATMANDU, Nepal	52	67	180 dead as floods wash away homes in Nepal, India: KATMANDU, Nepal (AP) — The death toll from three days of f... http://t.co/INDWIoV9bz
True	'501349671327911937'	1	place name	Nepal, India	38	50	180 dead as floods wash away homes in Nepal, India: KATMANDU, Nepal (AP) — The death toll from three days of f... http://t.co/INDWIoV9bz
True	'501349671327911937'	1	location modifier	in	35	37	180 dead as floods wash away homes in Nepal, India: KATMANDU, Nepal (AP) — The death toll from three days of f... http://t.co/INDWIoV9bz
True	'501349671327911937'	1	severity or quantity	180	0	3	180 dead as floods wash away homes in Nepal, India: KATMANDU, Nepal (AP) — The death toll from three days of f... http://t.co/INDWIoV9bz
True	'501349671327911937'	1	type of impact	dead	4	8	180 dead as floods wash away homes in Nepal, India: KATMANDU, Nepal (AP) — The death toll from three days of f... http://t.co/INDWIoV9bz
True	'501307305837592576'	1	type of impact	kill	47	51	RT @MitKat_Advisory: Nepal: Floods, Landslides kill 240; India promises monetary aid. For details http://t.co/YB5bYgCQ6w
True	'501307305837592576'	1	place name	Nepal	21	26	RT @MitKat_Advisory: Nepal: Floods, Landslides kill 240; India promises monetary aid. For details http://t.co/YB5bYgCQ6w
True	'501307305837592576'	1	place name	India	57	62	RT @MitKat_Advisory: Nepal: Floods, Landslides kill 240; India promises monetary aid. For details http://t.co/YB5bYgCQ6w
True	'501307305837592576'	1	severity or quantity	240	52	55	RT @MitKat_Advisory: Nepal: Floods, Landslides kill 240; India promises monetary aid. For details http://t.co/YB5bYgCQ6w
True	'501340220428537858'	1	item affected	homes	77	82	(#Dime_Landy) Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been dam... http://t.co/yXohQ9LEVM (#Dime_Landy)
True	'501340220428537858'	1	place name	Nepal and India	43	58	(#Dime_Landy) Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been dam... http://t.co/yXohQ9LEVM (#Dime_Landy)
True	'501340220428537858'	1	severity or quantity	Scores	14	20	(#Dime_Landy) Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been dam... http://t.co/yXohQ9LEVM (#Dime_Landy)
True	'501340220428537858'	1	type of impact	Killed	21	27	(#Dime_Landy) Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been dam... http://t.co/yXohQ9LEVM (#Dime_Landy)
True	'501340220428537858'	1	severity or quantity	More than 11,000	60	76	(#Dime_Landy) Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been dam... http://t.co/yXohQ9LEVM (#Dime_Landy)
True	'501356669587050496'	1	type of impact	wash away	19	28	180 dead as floods wash away homes in Nepal, India: Authorities in Nepal and neighbouring India sent food,... http://t.co/dhtLDjXddL
True	'501356669587050496'	1	place name	India	90	95	180 dead as floods wash away homes in Nepal, India: Authorities in Nepal and neighbouring India sent food,... http://t.co/dhtLDjXddL
True	'501356669587050496'	1	location modifier	in	35	37	180 dead as floods wash away homes in Nepal, India: Authorities in Nepal and neighbouring India sent food,... http://t.co/dhtLDjXddL
True	'501356669587050496'	1	type of impact	dead	4	8	180 dead as floods wash away homes in Nepal, India: Authorities in Nepal and neighbouring India sent food,... http://t.co/dhtLDjXddL
True	'501356669587050496'	1	severity or quantity	180	0	3	180 dead as floods wash away homes in Nepal, India: Authorities in Nepal and neighbouring India sent food,... http://t.co/dhtLDjXddL
True	'501356669587050496'	1	item affected	homes	29	34	180 dead as floods wash away homes in Nepal, India: Authorities in Nepal and neighbouring India sent food,... http://t.co/dhtLDjXddL
True	'501356669587050496'	1	location modifier	in	64	66	180 dead as floods wash away homes in Nepal, India: Authorities in Nepal and neighbouring India sent food,... http://t.co/dhtLDjXddL
True	'501356669587050496'	1	place name	Nepal, India	38	50	180 dead as floods wash away homes in Nepal, India: Authorities in Nepal and neighbouring India sent food,... http://t.co/dhtLDjXddL
True	'501356669587050496'	1	place name	Nepal	67	72	180 dead as floods wash away homes in Nepal, India: Authorities in Nepal and neighbouring India sent food,... http://t.co/dhtLDjXddL
True	'501367026351620096'	1	place name	Nepal, India	12	24	Flooding in Nepal, India Kills At Least 180 http://t.co/lBW5O3GyBX #EMM
